time (UTC),mass_concentration_of_chlorophyll_in_sea_water (kg m-3),chlorophyll_fluorescence (RFU),sea_water_electrical_conductivity (S m-1),mass_concentration_of_oxygen_in_sea_water (kg m-3),oxidation_reduction_potential (mV),sea_water_ph_reported_on_total_scale (1),mass_concentration_of_blue_green_algae_in_sea_water (ug L-1),mass_concentration_of_blue_green_algae_in_sea_water_rfu (RFU),sea_water_turbidity (1),sea_water_temperature (K),platform
2022-03-03T04:50:00Z,6.00E-07,0.2,0.0311,0.01435,227,8.03,0,0.8,2.57,275.9833333,1
2022-03-03T04:55:00Z,5.00E-07,0.2,0.0311,0.01435,227,8.03,0,0.8,2.58,275.9777778,1
2022-03-03T05:00:00Z,6.00E-07,0.2,0.0311,0.01435,227,8.03,0,0.8,2.61,275.9777778,1
2022-03-03T05:05:00Z,5.00E-07,0.2,0.0311,0.01435,227,8.03,0,0.8,2.67,275.9888889,1
2022-03-03T05:10:00Z,6.00E-07,0.2,0.0311,0.01434,227,8.03,0,0.8,2.67,276,1
2022-03-03T05:15:00Z,6.00E-07,0.2,0.031,0.01434,227,8.03,0,0.9,2.71,276.0111111,1
2022-03-03T05:20:00Z,5.00E-07,0.2,0.0311,0.01434,227,8.03,0,0.8,2.69,276.0166667,1
2022-03-03T05:25:00Z,6.00E-07,0.2,0.0311,0.01433,227,8.03,0,0.8,2.68,276.0222222,1
2022-03-03T05:30:00Z,6.00E-07,0.2,0.0312,0.01433,227,8.03,0,0.8,2.66,276.0222222,1
2022-03-03T05:35:00Z,6.00E-07,0.2,0.0313,0.01435,227,8.03,0,0.8,2.61,276.0222222,1
2022-03-03T05:40:00Z,5.00E-07,0.2,0.0314,0.01434,227,8.03,0,0.8,2.7,276.0222222,1
2022-03-03T05:45:00Z,5.00E-07,0.2,0.0315,0.01434,227,8.03,0,0.8,2.63,276.0222222,1
2022-03-03T05:50:00Z,6.00E-07,0.2,0.0315,0.01434,227,8.03,0,0.8,2.58,276.0277778,1
2022-03-03T05:55:00Z,5.00E-07,0.2,0.0314,0.01433,227,8.03,0,0.8,2.62,276.0333333,1
2022-03-03T06:00:00Z,5.00E-07,0.2,0.0314,0.01434,227,8.03,0,0.8,2.59,276.0333333,1
2022-03-03T06:05:00Z,6.00E-07,0.2,0.0313,0.01434,227,8.03,0,0.8,2.67,276.0388889,1
2022-03-03T06:10:00Z,6.00E-07,0.2,0.0312,0.01433,227,8.03,0,0.8,2.67,276.0388889,1
2022-03-03T06:15:00Z,5.00E-07,0.2,0.0311,0.01435,227,8.03,0,0.8,2.67,276.0333333,1
2022-03-03T06:20:00Z,5.00E-07,0.2,0.031,0.01434,227,8.03,0,0.8,2.68,276.0333333,1
2022-03-03T06:25:00Z,6.00E-07,0.2,0.0309,0.01434,227,8.03,0,0.8,2.62,276.0277778,1
2022-03-03T06:30:00Z,6.00E-07,0.2,0.0308,0.01434,227,8.03,0,0.8,2.58,276.0333333,1
2022-03-03T06:35:00Z,5.00E-07,0.2,0.0309,0.01434,227,8.03,0,0.8,2.61,276.0277778,1
2022-03-03T06:40:00Z,7.00E-07,0.2,0.031,0.01434,227,8.03,0,0.8,2.58,276.0333333,1
2022-03-03T06:45:00Z,6.00E-07,0.2,0.0311,0.01434,227,8.03,0,0.8,2.57,276.0388889,1
2022-03-03T06:50:00Z,5.00E-07,0.2,0.0313,0.01434,227,8.03,0,0.8,2.63,276.0444444,1
2022-03-03T06:55:00Z,6.00E-07,0.2,0.0315,0.01433,227,8.03,0,0.8,2.57,276.0444444,1
2022-03-03T07:00:00Z,6.00E-07,0.2,0.0317,0.01433,227,8.03,0,0.8,2.59,276.05,1
2022-03-03T07:05:00Z,6.00E-07,0.2,0.0318,0.01433,227,8.03,0,0.8,2.63,276.0444444,1
2022-03-03T07:10:00Z,6.00E-07,0.2,0.0318,0.01432,227,8.03,0,0.8,2.6,276.0444444,1
2022-03-03T07:15:00Z,6.00E-07,0.2,0.0318,0.01434,227,8.03,0,0.8,2.83,276.0444444,1
2022-03-03T07:20:00Z,6.00E-07,0.2,0.0318,0.01433,227,8.03,0,0.8,2.7,276.0555556,1
2022-03-03T07:25:00Z,5.00E-07,0.2,0.0317,0.01433,227,8.03,0,0.8,2.62,276.0055556,1
2022-03-03T07:30:00Z,5.00E-07,0.2,0.0316,0.01434,227,8.04,0,0.8,2.57,275.9888889,1
2022-03-03T07:35:00Z,5.00E-07,0.2,0.0315,0.01434,227,8.03,0,0.8,2.59,275.9888889,1
2022-03-03T07:40:00Z,5.00E-07,0.2,0.0314,0.01434,227,8.04,0,0.8,2.58,275.9777778,1
2022-03-03T07:45:00Z,5.00E-07,0.2,0.0314,0.01435,227,8.04,0,0.8,2.59,275.9666667,1
2022-03-03T07:50:00Z,6.00E-07,0.2,0.0314,0.01434,227,8.04,0,0.8,2.64,275.9611111,1
2022-03-03T07:55:00Z,5.00E-07,0.2,0.0315,0.01434,227,8.04,0,0.8,2.62,275.9555556,1
2022-03-03T08:00:00Z,5.00E-07,0.2,0.0315,0.01434,227,8.04,0,0.8,2.61,275.95,1
2022-03-03T08:05:00Z,6.00E-07,0.2,0.0316,0.01433,226,8.04,0,0.8,2.61,275.95,1
2022-03-03T08:10:00Z,6.00E-07,0.2,0.0317,0.01433,226,8.04,0,0.8,2.64,275.95,1
2022-03-03T08:15:00Z,6.00E-07,0.2,0.0319,0.01433,226,8.04,0,0.8,2.67,275.95,1
2022-03-03T08:20:00Z,5.00E-07,0.2,0.032,0.01434,226,8.04,0,0.8,2.61,275.9611111,1
2022-03-03T08:25:00Z,6.00E-07,0.2,0.0321,0.01432,226,8.04,0,0.8,2.61,275.9722222,1
2022-03-03T08:30:00Z,6.00E-07,0.2,0.0323,0.01431,226,8.04,0,0.8,2.73,275.9722222,1
2022-03-03T08:35:00Z,6.00E-07,0.2,0.0326,0.01432,226,8.03,0,0.8,2.8,275.9722222,1
2022-03-03T08:40:00Z,6.00E-07,0.2,0.0328,0.01431,226,8.04,0,0.8,2.69,275.9666667,1
2022-03-03T08:45:00Z,6.00E-07,0.2,0.033,0.0143,226,8.03,0,0.8,3.19,275.9666667,1
2022-03-03T08:50:00Z,6.00E-07,0.2,0.0333,0.01431,226,8.03,0,0.8,2.7,275.9611111,1
2022-03-03T08:55:00Z,7.00E-07,0.2,0.0335,0.01431,226,8.03,0,0.9,2.78,275.9555556,1
2022-03-03T09:00:00Z,6.00E-07,0.2,0.0337,0.0143,226,8.04,0,0.8,2.74,275.95,1
2022-03-03T09:05:00Z,6.00E-07,0.2,0.0339,0.0143,226,8.03,0,0.8,2.76,275.9555556,1
2022-03-03T09:10:00Z,6.00E-07,0.2,0.0341,0.01429,226,8.04,0,0.8,2.81,275.9555556,1
2022-03-03T09:15:00Z,7.00E-07,0.2,0.0343,0.0143,226,8.03,0,0.8,2.88,275.9444444,1
2022-03-03T09:20:00Z,6.00E-07,0.2,0.0345,0.0143,226,8.03,0,0.9,2.91,275.9388889,1
2022-03-03T09:25:00Z,7.00E-07,0.2,0.0347,0.01428,226,8.04,0,0.8,2.8,275.9277778,1
2022-03-03T09:30:00Z,7.00E-07,0.3,0.0348,0.01428,226,8.03,0,0.9,2.88,275.9222222,1
2022-03-03T09:35:00Z,7.00E-07,0.2,0.0349,0.01428,226,8.03,0,0.8,2.92,275.9111111,1
2022-03-03T09:40:00Z,6.00E-07,0.2,0.0351,0.01429,226,8.04,0,0.8,2.82,275.9111111,1
2022-03-03T09:45:00Z,6.00E-07,0.2,0.0354,0.01427,225,8.03,0,0.8,2.82,275.9111111,1
2022-03-03T09:50:00Z,6.00E-07,0.2,0.0358,0.01427,225,8.03,0,0.8,2.75,275.9055556,1
2022-03-03T09:55:00Z,6.00E-07,0.2,0.0361,0.01427,225,8.03,0,0.8,2.75,275.9055556,1
2022-03-03T10:00:00Z,7.00E-07,0.2,0.0364,0.01429,225,8.03,0,0.9,2.78,275.8944444,1
2022-03-03T10:05:00Z,7.00E-07,0.2,0.0367,0.01427,225,8.03,0,0.8,2.76,275.8944444,1
2022-03-03T10:10:00Z,7.00E-07,0.2,0.037,0.01427,225,8.03,0,0.8,2.71,275.8888889,1
2022-03-03T10:15:00Z,6.00E-07,0.2,0.0372,0.01428,225,8.03,0,0.8,2.72,275.9,1
2022-03-03T10:20:00Z,6.00E-07,0.2,0.0376,0.01427,225,8.03,0,0.8,2.73,275.8611111,1
2022-03-03T10:25:00Z,7.00E-07,0.3,0.0379,0.01428,225,8.03,0,0.9,2.74,275.8333333,1
2022-03-03T10:30:00Z,7.00E-07,0.2,0.0381,0.01427,225,8.03,0,0.9,2.72,275.8277778,1
2022-03-03T10:35:00Z,7.00E-07,0.2,0.0384,0.01427,225,8.03,0,0.9,2.73,275.8222222,1
2022-03-03T10:40:00Z,7.00E-07,0.2,0.0386,0.01427,225,8.03,0,0.8,2.71,275.8222222,1
2022-03-03T10:45:00Z,7.00E-07,0.2,0.0388,0.01426,225,8.03,0,0.9,2.7,275.8166667,1
2022-03-03T10:50:00Z,7.00E-07,0.2,0.0388,0.01427,225,8.03,0,0.8,2.73,275.8111111,1
2022-03-03T10:55:00Z,8.00E-07,0.3,0.0388,0.01425,225,8.03,0,0.8,3.3,275.8111111,1
2022-03-03T11:00:00Z,7.00E-07,0.2,0.0388,0.01425,225,8.03,0,0.9,2.77,275.8055556,1
2022-03-03T11:05:00Z,7.00E-07,0.3,0.0387,0.01427,224,8.03,0,0.9,3.04,275.8055556,1
2022-03-03T11:10:00Z,7.00E-07,0.2,0.0386,0.01426,224,8.03,0,0.8,2.77,275.8166667,1
2022-03-03T11:15:00Z,7.00E-07,0.2,0.0385,0.01427,225,8.03,0,0.9,2.8,275.8277778,1
2022-03-03T11:20:00Z,6.00E-07,0.2,0.0383,0.01427,225,8.03,0,0.8,2.82,275.8388889,1
2022-03-03T11:25:00Z,7.00E-07,0.2,0.0381,0.01426,225,8.03,0,0.8,2.86,275.8444444,1
2022-03-03T11:30:00Z,7.00E-07,0.2,0.0378,0.01427,225,8.03,0,0.8,2.88,275.8444444,1
2022-03-03T11:35:00Z,7.00E-07,0.3,0.0376,0.01428,225,8.03,0,0.8,2.88,275.8444444,1
2022-03-03T11:40:00Z,7.00E-07,0.2,0.0374,0.01426,225,8.03,0,0.8,2.84,275.85,1
2022-03-03T11:45:00Z,8.00E-07,0.3,0.0373,0.01427,225,8.03,0,0.9,2.84,275.8444444,1
2022-03-03T11:50:00Z,7.00E-07,0.2,0.0371,0.01427,225,8.03,0,0.9,2.87,275.85,1
2022-03-03T11:55:00Z,7.00E-07,0.2,0.037,0.01427,225,8.03,0,0.9,2.91,275.8555556,1
2022-03-03T12:00:00Z,7.00E-07,0.2,0.0368,0.01427,225,8.03,0,0.8,2.87,275.8611111,1
2022-03-03T12:05:00Z,7.00E-07,0.2,0.0367,0.01428,225,8.03,0,0.9,2.96,275.85,1
2022-03-03T12:10:00Z,7.00E-07,0.2,0.0366,0.01427,225,8.03,0,0.8,2.87,275.8555556,1
2022-03-03T12:15:00Z,7.00E-07,0.2,0.0364,0.01427,225,8.03,0,0.8,2.95,275.8555556,1
2022-03-03T12:20:00Z,7.00E-07,0.2,0.0363,0.01427,225,8.03,0,0.8,3.01,275.8444444,1
2022-03-03T12:25:00Z,6.00E-07,0.2,0.0361,0.01428,225,8.03,0,0.8,2.95,275.7611111,1
2022-03-03T12:30:00Z,7.00E-07,0.2,0.036,0.01429,225,8.03,0,0.8,2.99,275.7777778,1
2022-03-03T12:35:00Z,7.00E-07,0.2,0.0357,0.01428,225,8.03,0,0.9,3.02,275.7888889,1
2022-03-03T12:40:00Z,7.00E-07,0.2,0.0354,0.01427,225,8.03,0,0.8,3.18,275.8111111,1
2022-03-03T12:45:00Z,6.00E-07,0.2,0.0352,0.01427,225,8.03,0,0.8,3.27,275.8222222,1
2022-03-03T12:50:00Z,6.00E-07,0.2,0.0349,0.01428,225,8.03,0,0.8,3.23,275.8277778,1
2022-03-03T12:55:00Z,6.00E-07,0.2,0.0347,0.01428,225,8.03,0,0.8,3.31,275.8388889,1
2022-03-03T13:00:00Z,7.00E-07,0.2,0.0345,0.01428,225,8.03,0,0.8,3.29,275.8333333,1
2022-03-03T13:05:00Z,6.00E-07,0.2,0.0344,0.01429,225,8.03,0,0.8,3.43,275.8333333,1
2022-03-03T13:10:00Z,6.00E-07,0.2,0.0343,0.01429,225,8.03,0,0.9,3.36,275.8277778,1
2022-03-03T13:15:00Z,6.00E-07,0.2,0.0342,0.01429,225,8.03,0,0.8,3.38,275.8444444,1
2022-03-03T13:20:00Z,7.00E-07,0.2,0.0341,0.01429,225,8.03,0,0.9,3.33,275.8222222,1
2022-03-03T13:25:00Z,6.00E-07,0.2,0.0341,0.01429,225,8.03,0,0.9,3.38,275.7944444,1
2022-03-03T13:30:00Z,6.00E-07,0.2,0.034,0.01428,225,8.03,0,0.9,3.42,275.7833333,1
2022-03-03T13:35:00Z,7.00E-07,0.2,0.0339,0.01428,225,8.03,0,0.9,3.46,275.7777778,1
2022-03-03T13:40:00Z,6.00E-07,0.2,0.0339,0.0143,225,8.03,0,0.9,3.53,275.7666667,1
2022-03-03T13:45:00Z,6.00E-07,0.2,0.0338,0.0143,225,8.03,0,0.8,3.43,275.7611111,1
2022-03-03T13:50:00Z,6.00E-07,0.2,0.0338,0.0143,225,8.03,0,0.9,3.6,275.7555556,1
2022-03-03T13:55:00Z,7.00E-07,0.2,0.0337,0.01431,225,8.03,0,0.8,3.56,275.75,1
2022-03-03T14:00:00Z,7.00E-07,0.2,0.0337,0.01429,225,8.03,0,0.8,3.56,275.7444444,1
2022-03-03T14:05:00Z,6.00E-07,0.2,0.0338,0.0143,225,8.03,0,0.8,3.56,275.7444444,1
2022-03-03T14:10:00Z,7.00E-07,0.2,0.0338,0.0143,225,8.03,0,0.8,3.55,275.7444444,1
2022-03-03T14:15:00Z,7.00E-07,0.3,0.0338,0.0143,225,8.03,0,0.9,3.49,275.7388889,1
2022-03-03T14:20:00Z,6.00E-07,0.2,0.0339,0.01429,225,8.03,0,0.8,3.66,275.7277778,1
2022-03-03T14:25:00Z,6.00E-07,0.2,0.034,0.0143,225,8.03,0,0.9,3.82,275.7222222,1
2022-03-03T14:30:00Z,7.00E-07,0.2,0.034,0.0143,225,8.03,0,0.8,3.58,275.7166667,1
2022-03-03T14:35:00Z,7.00E-07,0.2,0.034,0.0143,224,8.03,0,0.9,3.55,275.7055556,1
2022-03-03T14:40:00Z,7.00E-07,0.2,0.0339,0.01431,224,8.03,0,0.8,3.6,275.7055556,1
2022-03-03T14:45:00Z,7.00E-07,0.2,0.0338,0.01431,224,8.03,0,0.9,3.5,275.7055556,1
2022-03-03T14:50:00Z,6.00E-07,0.2,0.0337,0.0143,225,8.03,0,0.9,3.45,275.7055556,1
2022-03-03T14:55:00Z,6.00E-07,0.2,0.0337,0.01432,225,8.03,0,0.9,3.44,275.7,1
2022-03-03T15:00:00Z,7.00E-07,0.2,0.0339,0.01432,225,8.03,0,0.9,3.51,275.7,1
2022-03-03T15:05:00Z,6.00E-07,0.2,0.0346,0.01432,224,8.03,0,0.8,3.27,275.6944444,1
2022-03-03T15:10:00Z,6.00E-07,0.2,0.0353,0.0143,224,8.03,0,0.9,3.17,275.6833333,1
2022-03-03T15:15:00Z,6.00E-07,0.2,0.036,0.0143,224,8.03,0,0.9,3.12,275.6722222,1
2022-03-03T15:20:00Z,7.00E-07,0.2,0.0367,0.01431,224,8.03,0,0.8,3,275.6611111,1
2022-03-03T15:25:00Z,7.00E-07,0.2,0.0373,0.01431,224,8.03,0,0.9,3.02,275.6555556,1
2022-03-03T15:30:00Z,7.00E-07,0.2,0.0378,0.0143,224,8.03,0,0.8,3.01,275.6444444,1
2022-03-03T15:35:00Z,7.00E-07,0.2,0.0382,0.0143,224,8.04,0,0.8,2.96,275.6222222,1
2022-03-03T15:40:00Z,6.00E-07,0.2,0.0385,0.01431,224,8.03,0,0.8,2.89,275.6055556,1
2022-03-03T15:45:00Z,7.00E-07,0.2,0.0386,0.01431,223,8.03,0,0.8,2.86,275.5944444,1
2022-03-03T15:50:00Z,6.00E-07,0.2,0.0388,0.0143,223,8.04,0,0.8,2.8,275.5833333,1
2022-03-03T15:55:00Z,7.00E-07,0.2,0.0389,0.01432,223,8.04,0,0.9,2.84,275.5722222,1
2022-03-03T16:00:00Z,7.00E-07,0.3,0.039,0.01431,223,8.04,0,0.8,2.77,275.5611111,1
2022-03-03T16:05:00Z,7.00E-07,0.3,0.0391,0.0143,223,8.04,0,0.9,2.84,275.5611111,1
2022-03-03T16:10:00Z,7.00E-07,0.2,0.0392,0.0143,223,8.04,0,0.8,2.79,275.5611111,1
2022-03-03T16:15:00Z,7.00E-07,0.2,0.0392,0.0143,223,8.04,0,0.9,2.8,275.5555556,1
2022-03-03T16:20:00Z,7.00E-07,0.3,0.0392,0.01431,223,8.04,0,0.9,2.75,275.5611111,1
2022-03-03T16:25:00Z,7.00E-07,0.2,0.0392,0.01431,223,8.04,0,0.9,2.78,275.5666667,1
2022-03-03T16:30:00Z,7.00E-07,0.2,0.0391,0.01431,223,8.04,0,0.9,2.73,275.5555556,1
2022-03-03T16:35:00Z,6.00E-07,0.2,0.039,0.0143,223,8.04,0,0.9,2.95,275.5555556,1
2022-03-03T16:40:00Z,7.00E-07,0.2,0.0389,0.01431,223,8.04,0,0.9,2.79,275.5444444,1
2022-03-03T16:45:00Z,7.00E-07,0.3,0.0388,0.01431,223,8.04,0,0.9,2.81,275.5444444,1
2022-03-03T16:50:00Z,8.00E-07,0.3,0.0387,0.01433,223,8.04,0,0.9,2.78,275.5444444,1
2022-03-03T16:55:00Z,7.00E-07,0.2,0.0387,0.01431,223,8.04,0,0.8,2.75,275.55,1
2022-03-03T17:00:00Z,7.00E-07,0.2,0.0387,0.0143,223,8.04,0,0.8,2.73,275.5555556,1
2022-03-03T17:05:00Z,7.00E-07,0.2,0.0388,0.01432,223,8.04,0,0.9,2.76,275.5555556,1
2022-03-03T17:10:00Z,7.00E-07,0.2,0.039,0.01431,223,8.04,0,0.8,2.73,275.5555556,1
2022-03-03T17:15:00Z,7.00E-07,0.3,0.0392,0.01431,223,8.04,0,0.9,2.71,275.5555556,1
2022-03-03T17:20:00Z,7.00E-07,0.2,0.0396,0.01431,223,8.04,0,0.8,2.74,275.5555556,1
2022-03-03T17:25:00Z,7.00E-07,0.2,0.04,0.01432,223,8.04,0,0.9,2.71,275.5555556,1
2022-03-03T17:30:00Z,7.00E-07,0.3,0.0402,0.0143,223,8.04,0,0.9,2.73,275.55,1
2022-03-03T17:35:00Z,7.00E-07,0.2,0.0404,0.01431,223,8.04,0,0.9,2.67,275.5444444,1
2022-03-03T17:40:00Z,7.00E-07,0.2,0.0405,0.01432,223,8.04,0,0.8,2.63,275.5333333,1
2022-03-03T17:45:00Z,7.00E-07,0.2,0.0404,0.01432,223,8.04,0,0.9,2.67,275.5388889,1
2022-03-03T17:50:00Z,7.00E-07,0.3,0.0401,0.01432,223,8.04,0,0.9,2.69,275.5388889,1
2022-03-03T17:55:00Z,7.00E-07,0.2,0.0398,0.01432,223,8.04,0,0.8,2.68,275.5444444,1
2022-03-03T18:00:00Z,7.00E-07,0.3,0.0393,0.01433,223,8.04,0,0.9,2.82,275.55,1
2022-03-03T18:05:00Z,7.00E-07,0.2,0.0389,0.01433,223,8.04,0,0.9,2.75,275.55,1
2022-03-03T18:10:00Z,7.00E-07,0.3,0.0386,0.01434,223,8.04,0,0.9,2.74,275.5555556,1
2022-03-03T18:15:00Z,6.00E-07,0.2,0.0381,0.01434,223,8.05,0,0.8,2.84,275.5555556,1
2022-03-03T18:20:00Z,6.00E-07,0.2,0.0377,0.01435,223,8.04,0,0.9,2.86,275.5555556,1
2022-03-03T18:25:00Z,6.00E-07,0.2,0.0372,0.01434,223,8.05,0,0.9,2.81,275.5722222,1
2022-03-03T18:30:00Z,6.00E-07,0.2,0.0368,0.01434,223,8.04,0,0.8,2.84,275.5833333,1
2022-03-03T18:35:00Z,7.00E-07,0.2,0.0364,0.01435,223,8.04,0,0.8,2.86,275.5888889,1
2022-03-03T18:40:00Z,6.00E-07,0.2,0.0362,0.01436,223,8.04,0,0.8,2.83,275.6111111,1
2022-03-03T18:45:00Z,7.00E-07,0.2,0.0361,0.01435,223,8.05,0,0.9,2.82,275.6333333,1
2022-03-03T18:50:00Z,7.00E-07,0.2,0.0361,0.01436,223,8.04,0,0.9,2.74,275.6555556,1
2022-03-03T18:55:00Z,6.00E-07,0.2,0.0363,0.01435,223,8.04,0,0.8,2.78,275.6666667,1
2022-03-03T19:00:00Z,7.00E-07,0.2,0.0364,0.01436,223,8.04,0,0.8,2.72,275.6777778,1
2022-03-03T19:05:00Z,6.00E-07,0.2,0.0366,0.01436,223,8.05,0,0.9,2.76,275.6833333,1
2022-03-03T19:10:00Z,6.00E-07,0.2,0.0368,0.01436,223,8.05,0,0.8,2.8,275.6888889,1
2022-03-03T19:15:00Z,6.00E-07,0.2,0.037,0.01436,223,8.04,0,0.8,2.71,275.6944444,1
2022-03-03T19:20:00Z,7.00E-07,0.2,0.0371,0.01435,223,8.05,0,0.8,4.62,275.7055556,1
2022-03-03T19:25:00Z,7.00E-07,0.2,0.0374,0.01435,223,8.05,0,0.8,2.79,275.7055556,1
2022-03-03T19:30:00Z,6.00E-07,0.2,0.0376,0.01435,223,8.05,0,0.8,2.83,275.7222222,1
2022-03-03T19:35:00Z,7.00E-07,0.2,0.038,0.01436,223,8.05,0,0.8,2.73,275.7055556,1
2022-03-03T19:40:00Z,7.00E-07,0.2,0.0384,0.01438,223,8.05,0,0.9,2.9,275.6277778,1
2022-03-03T19:45:00Z,7.00E-07,0.2,0.0389,0.01437,223,8.05,0,0.9,2.71,275.6333333,1
2022-03-03T19:50:00Z,7.00E-07,0.2,0.0394,0.01438,223,8.05,0,0.9,2.67,275.6944444,1
2022-03-03T19:55:00Z,7.00E-07,0.2,0.0397,0.01438,223,8.05,0,0.8,2.68,275.7166667,1
2022-03-03T20:00:00Z,7.00E-07,0.2,0.0401,0.01437,223,8.05,0,0.9,2.75,275.7333333,1
2022-03-04T02:05:00Z,5.00E-07,0.2,0.0337,0.01443,224,8.05,0,0.8,2.43,275.8388889,1
2022-03-04T02:10:00Z,5.00E-07,0.2,0.0338,0.01442,224,8.05,0,0.9,2.43,275.8388889,1
2022-03-04T02:15:00Z,5.00E-07,0.2,0.0338,0.01443,224,8.05,0,0.8,2.38,275.8388889,1
2022-03-04T02:20:00Z,6.00E-07,0.2,0.0338,0.01442,224,8.05,0,0.8,2.44,275.8444444,1
2022-03-04T02:25:00Z,5.00E-07,0.2,0.0339,0.01444,224,8.05,0,0.8,2.36,275.8444444,1
2022-03-04T02:30:00Z,6.00E-07,0.2,0.0339,0.01444,224,8.05,0,0.8,2.35,275.8444444,1
2022-03-04T02:35:00Z,5.00E-07,0.2,0.0339,0.01443,224,8.05,0,0.8,2.44,275.8333333,1
2022-03-04T02:40:00Z,6.00E-07,0.2,0.0339,0.01443,224,8.05,0,0.8,2.34,275.8333333,1
2022-03-04T02:45:00Z,6.00E-07,0.2,0.0339,0.01444,224,8.05,0,0.8,2.3,275.8333333,1
2022-03-04T02:50:00Z,5.00E-07,0.2,0.034,0.01444,224,8.05,0,0.8,2.3,275.8333333,1
2022-03-04T02:55:00Z,5.00E-07,0.2,0.034,0.01443,224,8.05,0,0.8,2.3,275.8277778,1
2022-03-04T03:00:00Z,5.00E-07,0.2,0.0341,0.01442,224,8.05,0,0.8,2.31,275.8333333,1
2022-03-04T03:05:00Z,6.00E-07,0.2,0.0341,0.01442,224,8.05,0,0.8,2.28,275.8388889,1
2022-03-04T03:10:00Z,5.00E-07,0.2,0.0342,0.01443,224,8.05,0,0.8,2.33,275.8277778,1
2022-03-04T03:15:00Z,5.00E-07,0.2,0.0342,0.01442,224,8.06,0,0.8,2.37,275.8222222,1
2022-03-04T03:20:00Z,6.00E-07,0.2,0.0343,0.01442,224,8.05,0,0.8,2.29,275.8222222,1
2022-03-04T03:25:00Z,5.00E-07,0.2,0.0344,0.01442,224,8.05,0,0.8,2.31,275.8166667,1
2022-03-04T03:30:00Z,6.00E-07,0.2,0.0344,0.01443,224,8.05,0,0.8,2.27,275.8055556,1
2022-03-04T03:35:00Z,6.00E-07,0.2,0.0344,0.01442,224,8.05,0,0.8,2.3,275.8111111,1
2022-03-04T03:40:00Z,6.00E-07,0.2,0.0345,0.01441,224,8.05,0,0.8,2.24,275.8,1
2022-03-04T03:45:00Z,6.00E-07,0.2,0.0345,0.01443,224,8.05,0,0.8,2.25,275.7944444,1
2022-03-04T03:50:00Z,5.00E-07,0.2,0.0345,0.01442,224,8.05,0,0.8,2.27,275.7944444,1
2022-03-04T03:55:00Z,6.00E-07,0.2,0.0346,0.01443,224,8.05,0,0.8,2.24,275.7888889,1
2022-03-04T04:00:00Z,6.00E-07,0.2,0.0346,0.01443,224,8.05,0,0.8,2.38,275.7833333,1
2022-03-04T04:05:00Z,6.00E-07,0.2,0.0346,0.01443,224,8.05,0,0.8,2.22,275.7777778,1
2022-03-04T04:10:00Z,6.00E-07,0.2,0.0345,0.01443,224,8.05,0,0.8,2.24,275.7722222,1
2022-03-04T04:15:00Z,5.00E-07,0.2,0.0345,0.01444,224,8.05,0,0.9,2.24,275.7666667,1
2022-03-04T04:20:00Z,6.00E-07,0.2,0.0344,0.01444,224,8.05,0,0.8,2.27,275.7722222,1
2022-03-04T04:25:00Z,6.00E-07,0.2,0.0343,0.01444,224,8.05,0,0.8,2.26,275.7611111,1
2022-03-04T04:30:00Z,5.00E-07,0.2,0.0341,0.01443,224,8.05,0,0.8,2.3,275.7611111,1
2022-03-04T04:35:00Z,5.00E-07,0.2,0.034,0.01444,224,8.05,0,0.8,2.29,275.7611111,1
2022-03-04T04:40:00Z,6.00E-07,0.2,0.0338,0.01445,224,8.05,0,0.8,2.3,275.7555556,1
2022-03-04T04:45:00Z,6.00E-07,0.2,0.0336,0.01444,224,8.05,0,0.8,2.31,275.75,1
2022-03-04T04:50:00Z,5.00E-07,0.2,0.0334,0.01445,224,8.05,0,0.8,2.28,275.7444444,1
2022-03-04T04:55:00Z,5.00E-07,0.2,0.0332,0.01445,224,8.05,0,0.8,2.3,275.7333333,1
2022-03-04T05:00:00Z,6.00E-07,0.2,0.033,0.01445,224,8.05,0,0.8,2.32,275.7277778,1
2022-03-04T05:05:00Z,5.00E-07,0.2,0.0327,0.01445,224,8.05,0,0.8,2.34,275.7277778,1
2022-03-04T05:10:00Z,5.00E-07,0.2,0.0325,0.01446,224,8.05,0,0.8,2.33,275.7333333,1
2022-03-04T05:15:00Z,6.00E-07,0.2,0.0323,0.01445,224,8.05,0,0.8,2.31,275.7333333,1
2022-03-04T05:20:00Z,5.00E-07,0.2,0.0322,0.01445,224,8.05,0,0.8,2.34,275.7388889,1
2022-03-04T05:25:00Z,5.00E-07,0.2,0.0321,0.01446,224,8.05,0,0.8,2.34,275.7333333,1
2022-03-04T05:30:00Z,5.00E-07,0.2,0.032,0.01445,224,8.05,0,0.8,2.34,275.7333333,1
2022-03-04T05:35:00Z,5.00E-07,0.2,0.032,0.01445,224,8.05,0,0.8,2.4,275.7277778,1
2022-03-04T05:40:00Z,5.00E-07,0.2,0.032,0.01446,224,8.05,0,0.8,2.33,275.7222222,1
2022-03-04T05:45:00Z,5.00E-07,0.2,0.0321,0.01446,224,8.05,0,0.9,2.34,275.7222222,1
2022-03-04T05:50:00Z,5.00E-07,0.2,0.0322,0.01446,224,8.05,0,0.8,2.32,275.7277778,1
2022-03-04T05:55:00Z,5.00E-07,0.2,0.0322,0.01446,224,8.05,0,0.9,2.28,275.7222222,1
